line_in_cube,pred
0.996543,1.01001787186
0.872031,0.963508069515
1.21835,1.19208812714
1.62897,1.26660108566
1.13714,1.16865205765
1.13451,1.21567296982
0.638907,0.464520096779
1.00476,1.10149741173
1.22648,1.17040610313
0.982132,0.693730711937
0.951699,1.14465427399
0.755755,0.874186456203
1.15228,1.24971485138
0.945431,0.982025802135
0.755923,1.00283265114
1.16879,1.17009234428
1.09902,1.2142162323
0.640678,0.968010246754
1.24815,1.18581867218
0.477636,0.522933840752
1.12165,1.1467192173
1.00216,0.996284782887
0.640173,0.686303198338
1.50293,1.24776792526
1.01,1.07601881027
1.01029,1.04701161385
1.29248,1.2450158596
0.650048,0.820214986801
1.04258,0.827067911625
1.3111,1.13631558418
0.666257,0.641231119633
1.24834,1.16536068916
0.643698,0.81246393919
1.00206,1.08834433556
0.641423,0.896931529045
1.00476,0.979363262653
1.15797,1.16840672493
1.11196,1.12333083153
0.81324,0.611443936825
1.11263,0.998421370983
0.47595,0.829221487045
1.2757,1.22629880905
1.05432,0.956693232059
1.29868,1.25397920609
1.14916,1.12322092056
1.22406,1.24488186836
1.05718,0.840740263462
1.19077,1.23323011398
1.30012,1.25948643684
0.875723,1.03945422173
1.04949,1.0166311264
0.864831,0.917488276958
1.30791,1.03285765648
1.00057,1.20502996445
1.21888,1.17868590355
1.34184,1.22332048416
1.14792,0.992067694664
1.01614,0.737412691116
0.56493,0.767104208469
0.832871,0.945715129375
1.1147,1.08995461464
1.045,1.18571949005
0.404869,0.697774171829
1.02496,1.08412218094
1.0331,1.0055795908
1.01785,1.13803362846
1.21111,1.24251389503
0.84925,0.935592651367
1.00348,0.923334956169
1.32564,1.25186777115
0.663211,0.715199828148
0.954396,1.06324315071
1.25343,1.07884383202
0.899845,0.893316566944
0.739504,0.976885259151
0.823698,0.844784200191
1.35387,1.16963601112
0.748548,0.754330575466
0.33919,0.696472227573
0.642356,0.649120509624
0.970857,1.03940010071
1.27654,1.19147515297
1.39243,1.11822199821
1.00172,1.00084352493
1.1927,0.990615606308
0.490313,0.768104851246
1.5179,1.25839209557
1.29259,1.18020486832
1.12678,1.05332565308
1.0736,1.0346364975
0.809166,1.07891607285
1.04369,1.16288471222
1.34471,1.28423023224
0.960325,0.8283893466
0.5437,0.564234375954
0.733752,0.761949241161
1.21058,1.11850333214
1.25257,1.22430896759
1.35388,1.0774204731
1.32935,1.17143201828
1.26417,1.19933652878
1.19696,1.09763717651
1.00594,1.18796420097
1.41152,1.28186154366
0.939739,1.01853239536
1.07107,1.23423194885
1.0855,1.09270405769
1.0203,1.03267633915
1.24636,1.20117115974
1.29586,1.25375771523
1.02415,1.0745370388
0.889271,0.948871970177
1.01738,1.09624695778
1.07265,1.1401348114
1.10351,1.19533133507
1.30422,1.12556171417
0.547343,0.67562931776
1.0584,0.938353002071
1.15573,1.23518395424
1.05891,1.06783294678
1.07414,1.14253473282
1.03392,1.17766952515
1.30788,1.25024151802
1.06784,1.14215350151
1.11328,1.22171163559
1.06855,1.01845121384
1.0739,1.14397263527
1.18276,1.12735748291
0.725081,0.923241913319
1.0209,0.951339066029
1.02232,0.950870096684
1.08507,1.21614694595
1.63364,1.27085924149
1.20115,1.10793542862
0.902299,1.01061701775
0.482241,0.716174781322
1.07077,1.24213409424
0.673887,0.898009121418
1.2491,1.2708530426
1.09645,1.0327527523
1.22519,1.09878253937
1.05892,1.18727970123
0.579913,0.956316292286
1.39922,1.22313904762
1.28798,1.04415941238
1.19693,1.16704678535
1.32891,1.12742304802
1.24514,1.17854309082
1.07014,0.966901123524
1.02266,0.960174798965
1.00879,1.01453697681
1.07013,1.15487408638
0.850588,1.01615834236
1.05401,1.15727210045
1.16827,1.17182540894
1.08589,1.12663817406
0.889739,0.914197146893
1.02489,1.11380124092
0.69934,0.969918072224
0.93978,1.01721632481
1.16213,1.0525405407
1.38082,1.24517202377
1.08785,1.21120119095
0.526078,0.719825208187
1.01656,1.03360390663
0.881244,0.570126116276
1.23215,1.14620900154
1.11717,1.24994802475
0.569905,0.57124209404
0.869919,0.890334606171
1.11294,0.903210699558
1.00796,1.01889050007
1.0617,1.1739449501
0.570803,0.727097809315
1.04328,0.956517755985
1.33109,1.09388685226
1.17321,0.921131551266
1.11838,1.12592101097
1.03628,1.11036849022
1.057,1.12485003471
1.1733,1.09876298904
0.695111,0.809028685093
1.05871,1.05615234375
0.66343,0.917371094227
1.16086,1.01880812645
0.513386,0.606264591217
1.26689,1.2390768528
0.417022,0.591644048691
0.98532,0.682318389416
1.13923,1.09680271149
1.20576,1.23082494736
1.1081,1.08416843414
0.713134,1.03186154366
0.994323,1.15076255798
1.10351,1.19887971878
1.0893,1.16750478745
1.17891,1.21535396576
1.13582,1.05958271027
1.05033,1.16317462921
1.01408,1.11791729927
1.00694,1.07468628883
1.03326,1.21702098846
1.00643,1.01257634163
1.32825,1.25165343285
1.19889,1.15833830833
0.925955,0.914402425289
1.20904,1.19220709801
1.0349,0.936482071877
1.28227,1.21039748192
1.20414,1.12154626846
1.17753,1.21173715591
0.917771,1.01488184929
1.21063,1.25116586685
0.851724,0.736723065376
0.903695,1.00285720825
1.13632,1.07513666153
0.87268,0.990815222263
1.21037,1.23247313499
1.12715,1.12720608711
1.1061,1.13923192024
0.882099,0.92161744833
0.990974,1.05320227146
1.15404,1.25122880936
0.38638,0.755854606628
0.636532,0.521929144859
1.22628,1.18244791031
1.11267,1.20219135284
1.03145,1.16500663757
1.05044,1.23178124428
1.03999,0.971939265728
1.13817,1.16892242432
1.1904,1.22823143005
0.788514,1.00930976868
1.05015,1.1633439064
0.604658,0.924135088921
1.05312,1.20402359962
1.08565,1.19485998154
1.06106,0.92438608408
0.914811,0.922015249729
1.23841,1.21768712997
1.33978,1.24417877197
1.15565,1.06058931351
0.677161,0.597234904766
0.953874,0.829378664494
1.15167,1.0857770443
0.631071,0.536751568317
1.01181,0.91584867239
1.07562,1.20650196075
1.30921,1.14842033386
0.587749,0.482956022024
1.02586,1.09540748596
1.0571,0.990513026714
1.01633,1.17155814171
1.07093,0.895063340664
1.26125,1.10566544533
1.43587,1.27951669693
1.3175,1.22728776932
0.818364,0.969312250614
1.16419,1.16543078423
1.20894,1.21202325821
0.392047,0.580762863159
1.11352,1.07649254799
0.919018,1.01701498032
0.547871,0.80821532011
0.985177,1.06499552727
0.85739,1.06046962738
0.450417,0.684255599976
0.836965,1.01757335663
0.597839,0.767909824848
1.01907,1.23285460472
1.25339,1.19620966911
1.00062,1.07353079319
0.736399,0.934774279594
0.783762,0.81960529089
1.23501,1.21880984306
0.747668,0.6853697896
1.46957,1.24810409546
1.14122,1.17388486862
0.504465,0.649128496647
1.04004,1.11836409569
1.01358,1.06520843506
1.17818,1.13397455215
1.00176,1.06818294525
1.03276,1.27714395523
1.36488,1.17743062973
1.04281,0.927600860596
0.814436,0.927728712559
1.19287,1.12372779846
1.22177,1.24460601807
1.20898,1.17788958549
0.915176,0.953469157219
0.501181,0.764222562313
0.94756,0.929653942585
1.07186,1.27823233604
0.642005,0.901987433434
1.31585,0.898555934429
1.10233,0.89788466692
0.861977,1.00474476814
1.0085,0.834363400936
1.11754,1.16976070404
1.0819,1.09940814972
0.926985,0.922623693943
1.08494,1.17979478836
1.12152,1.06251859665
1.00462,1.18357253075
1.27009,1.14512586594
0.463781,0.601468682289
0.901309,0.744731843472
1.14432,1.23121786118
1.15717,1.23848438263
0.676688,0.695827543736
1.00057,1.01712822914
1.08617,1.15642404556
1.0953,1.09892177582
0.960297,1.01827716827
0.749247,0.952614486217
0.399425,0.607695937157
1.06827,1.14617109299
1.26545,1.1710999012
1.04937,1.03383946419
1.12653,0.83717495203
1.0855,1.0466337204
1.30155,1.25226283073
1.0289,1.09818100929
1.39281,1.24096560478
1.00628,0.977384507656
1.21074,1.23329734802
0.746009,1.05773448944
1.00097,0.896593093872
1.02971,1.01883983612
1.15778,1.17778801918
1.39924,1.09957230091
1.26249,1.02342891693
1.18949,1.07991456985
0.676748,0.897346675396
1.10683,1.15816521645
1.04115,1.21030330658
1.22096,1.23532104492
0.732658,0.951705753803
0.38862,0.664965689182
1.32444,1.26184463501
1.16919,1.04344654083
0.623224,0.628636062145
1.20601,1.18991351128
1.10464,1.22343969345
1.28374,1.19252300262
1.01159,1.07070851326
0.700738,0.898001015186
1.19638,1.24917125702
1.04775,1.22291612625
0.925928,1.08867502213
1.27533,1.24111056328
0.468546,0.634122550488
1.35752,1.16749048233
0.957187,0.551233768463
0.623349,0.865036308765
1.25515,1.16854071617
0.696632,0.946136653423
1.1057,0.838986575603
1.30019,1.24076366425
1.04089,0.975434720516
1.13288,1.19385266304
1.12372,0.933840751648
1.10551,1.13828587532
1.17696,1.26001596451
1.30377,1.22224092484
0.506098,0.876462221146
1.02089,0.91409856081
1.12697,1.16830849648
1.0243,1.08773088455
0.90717,1.12889361382
1.02917,1.23282289505
1.31561,1.225928545
1.07712,1.15514373779
0.773529,0.96647465229
0.295265,0.501119732857
1.02967,1.13917350769
0.312929,0.350231468678
1.007,0.993846237659
1.12572,1.18242430687
1.15617,1.17384314537
1.33128,1.16036629677
0.857493,0.621814548969
1.10977,1.13069248199
0.92685,0.964564502239
0.626733,0.89164608717
1.36291,1.17505121231
0.524439,0.852445244789
