line_in_cube,pred,diff
0.9965430000000001,1.007966160774231,-0.01142316077423089
0.872031,0.9638898968696594,-0.09185889686965942
1.21835,1.1921802759170532,0.02616972408294682
1.62897,1.266278624534607,0.3626913754653931
1.13714,1.1722650527954102,-0.03512505279541012
1.1345100000000001,1.21244215965271,-0.07793215965270983
0.638907,0.463698148727417,0.175208851272583
1.00476,1.1034722328186035,-0.09871223281860342
1.22648,1.1756271123886108,0.050852887611389175
0.982132,0.6968149542808533,0.28531704571914673
0.951699,1.1406710147857666,-0.18897201478576664
0.7557550000000001,0.8793702721595764,-0.12361527215957635
1.15228,1.2455215454101562,-0.09324154541015628
0.9454309999999999,0.9827769994735718,-0.03734599947357187
0.755923,1.0015783309936523,-0.24565533099365233
1.16879,1.1750301122665405,-0.006240112266540532
1.09902,1.2109339237213135,-0.11191392372131337
0.640678,0.9691310524940491,-0.3284530524940491
1.24815,1.1870790719985962,0.0610709280014039
0.47763599999999995,0.515711784362793,-0.03807578436279302
1.12165,1.1426994800567627,-0.02104948005676266
1.00216,0.9960657954216003,0.006094204578399598
0.640173,0.6891008019447327,-0.048927801944732674
1.5029299999999999,1.2427488565444946,0.26018114345550525
1.01,1.0770291090011597,-0.06702910900115966
1.01029,1.0451008081436157,-0.03481080814361581
1.2924799999999999,1.2389261722564697,0.053553827743530125
0.650048,0.8119480609893799,-0.16190006098937992
1.0425799999999998,0.8207529187202454,0.22182708127975448
1.3111,1.1339313983917236,0.1771686016082763
0.666257,0.6418904662132263,0.02436653378677367
1.24834,1.1663093566894531,0.08203064331054688
0.643698,0.8059530258178711,-0.1622550258178711
1.00206,1.089112401008606,-0.087052401008606
0.641423,0.8989501595497131,-0.25752715954971317
1.00476,0.9799826741218567,0.024777325878143408
1.1579700000000002,1.1718041896820068,-0.01383418968200667
1.11196,1.122968316078186,-0.011008316078185976
0.81324,0.6119629144668579,0.20127708553314205
1.11263,0.9978618621826172,0.11476813781738282
0.47595,0.8238514065742493,-0.3479014065742493
1.2757,1.2215006351470947,0.05419936485290533
1.0543200000000001,0.9554533362388611,0.09886666376113906
1.2986799999999998,1.2510452270507812,0.047634772949218585
1.14916,1.1228450536727905,0.026314946327209432
1.22406,1.2387428283691406,-0.014682828369140699
1.05718,0.8405888676643372,0.21659113233566285
1.19077,1.227933406829834,-0.03716340682983388
1.3001200000000002,1.2575503587722778,0.04256964122772233
0.8757229999999999,1.0376899242401123,-0.1619669242401124
1.04949,1.0168322324752808,0.03265776752471927
0.8648309999999999,0.9157739877700806,-0.05094298777008066
1.3079100000000001,1.032251238822937,0.2756587611770631
1.0005700000000002,1.2029945850372314,-0.20242458503723126
1.21888,1.181761622428894,0.03711837757110592
1.34184,1.2189080715179443,0.12293192848205559
1.14792,0.9925249814987183,0.1553950185012818
1.01614,0.7421817183494568,0.27395828165054326
0.56493,0.7735115885734558,-0.20858158857345577
0.8328709999999999,0.9455790519714355,-0.11270805197143563
1.1147,1.0901575088500977,0.024542491149902368
1.045,1.1869993209838867,-0.1419993209838868
0.404869,0.7009684443473816,-0.2960994443473816
1.02496,1.0857704877853394,-0.06081048778533926
1.0331,1.0038981437683105,0.02920185623168936
1.01785,1.135068416595459,-0.11721841659545906
1.2111100000000001,1.235540509223938,-0.024430509223937857
0.84925,0.9377830624580383,-0.08853306245803838
1.00348,0.9240131378173828,0.07946686218261712
1.32564,1.2486050128936768,0.07703498710632317
0.663211,0.7191168665885925,-0.055905866588592534
0.9543959999999999,1.0597584247589111,-0.10536242475891122
1.2534299999999998,1.0802478790283203,0.1731821209716795
0.8998450000000001,0.896660566329956,0.0031844336700440623
0.739504,0.9777374863624573,-0.23823348636245723
0.8236979999999999,0.8455079197883606,-0.021809919788360665
1.3538700000000001,1.1741403341293335,0.17972966587066663
0.748548,0.7590810060501099,-0.010533006050109872
0.33919,0.6996310353279114,-0.3604410353279114
0.642356,0.6494766473770142,-0.007120647377014122
0.970857,1.037639856338501,-0.066782856338501
1.27654,1.1916766166687012,0.08486338333129884
1.3924299999999998,1.1173582077026367,0.2750717922973631
1.0017200000000002,0.9999011158943176,0.0018188841056825389
1.1927,0.9913021326065063,0.20139786739349375
0.490313,0.774641752243042,-0.284328752243042
1.5179,1.2562401294708252,0.26165987052917483
1.29259,1.182627558708191,0.10996244129180899
1.12678,1.0512480735778809,0.07553192642211903
1.0736,1.0338141918182373,0.039785808181762805
0.8091659999999999,1.0803333520889282,-0.2711673520889283
1.04369,1.1620993614196777,-0.11840936141967773
1.34471,1.2890065908432007,0.05570340915679939
0.960325,0.8225247263908386,0.13780027360916136
0.5437,0.5614338517189026,-0.017733851718902627
0.7337520000000001,0.7676879167556763,-0.0339359167556762
1.21058,1.1176652908325195,0.09291470916748046
1.2525700000000002,1.219749093055725,0.032820906944275086
1.35388,1.0785733461380005,0.2753066538619995
1.32935,1.1769596338272095,0.15239036617279056
1.26417,1.1982189416885376,0.06595105831146242
1.19696,1.0970072746276855,0.09995272537231448
1.00594,1.1888129711151123,-0.18287297111511225
1.41152,1.2857811450958252,0.1257388549041749
0.939739,1.0204097032546997,-0.08067070325469972
1.07107,1.2287113666534424,-0.15764136665344242
1.0855,1.091908574104309,-0.006408574104309173
1.0203,1.0320148468017578,-0.011714846801757828
1.2463600000000001,1.1997746229171753,0.04658537708282484
1.29586,1.2507878541946411,0.0450721458053589
1.02415,1.0739600658416748,-0.04981006584167491
0.8892709999999999,0.9479166269302368,-0.058645626930236894
1.01738,1.0947548151016235,-0.07737481510162358
1.07265,1.1364790201187134,-0.06382902011871328
1.10351,1.1948620080947876,-0.0913520080947876
1.3042200000000002,1.12542724609375,0.17879275390625016
0.547343,0.6775566339492798,-0.13021363394927976
1.0584,0.9399420619010925,0.11845793809890748
1.15573,1.2294543981552124,-0.07372439815521248
1.05891,1.064656376838684,-0.005746376838684064
1.0741399999999999,1.1386241912841797,-0.06448419128417981
1.0339200000000002,1.181182622909546,-0.14726262290954573
1.30788,1.2462825775146484,0.061597422485351494
1.06784,1.138201355934143,-0.07036135593414317
1.1132799999999998,1.2175514698028564,-0.10427146980285662
1.06855,1.0205975770950317,0.04795242290496837
1.0739,1.1400086879730225,-0.06610868797302238
1.18276,1.127405047416687,0.05535495258331302
0.7250810000000001,0.9238883852958679,-0.19880738529586783
1.0209,0.9496269226074219,0.07127307739257804
1.0223200000000001,0.9493200182914734,0.07299998170852673
1.08507,1.2129359245300293,-0.12786592453002932
1.63364,1.2717231512069702,0.36191684879302977
1.20115,1.107218861579895,0.09393113842010492
0.902299,1.0085796117782593,-0.10628061177825932
0.482241,0.7201905846595764,-0.23794958465957644
1.07077,1.2350330352783203,-0.1642630352783203
0.673887,0.8996334671974182,-0.2257464671974182
1.2491,1.271714687347412,-0.02261468734741201
1.09645,1.0321143865585327,0.06433561344146721
1.22519,1.0987764596939087,0.1264135403060913
1.05892,1.1882590055465698,-0.12933900554656974
0.579913,0.9545066356658936,-0.37459363566589354
1.3992200000000001,1.2187542915344238,0.1804657084655763
1.28798,1.0428540706634521,0.24512592933654775
1.1969299999999998,1.1693029403686523,0.027627059631347484
1.32891,1.1274775266647339,0.20143247333526615
1.24514,1.18168044090271,0.06345955909728995
1.0701399999999999,0.9675368666648865,0.1026031333351134
1.0226600000000001,0.9604176878929138,0.062242312107086306
1.0087899999999999,1.0131818056106567,-0.004391805610656885
1.07013,1.1515547037124634,-0.08142470371246335
0.8505879999999999,1.0165071487426758,-0.16591914874267588
1.0540100000000001,1.154537320137024,-0.10052732013702381
1.1682700000000001,1.1772491931915283,-0.008979193191528179
1.08589,1.1266106367111206,-0.040720636711120584
0.889739,0.9109506607055664,-0.02121166070556646
1.0248899999999999,1.1125870943069458,-0.08769709430694594
0.69934,0.9721075892448425,-0.27276758924484257
0.93978,1.0172260999679565,-0.0774460999679566
1.1621299999999999,1.0505092144012451,0.11162078559875477
1.3808200000000002,1.2391403913497925,0.14167960865020768
1.08785,1.2080892324447632,-0.1202392324447632
0.5260779999999999,0.7241173982620239,-0.198039398262024
1.0165600000000001,1.0330640077590942,-0.016504007759094108
0.881244,0.5679234266281128,0.31332057337188723
1.23215,1.1421953439712524,0.08995465602874764
1.11717,1.2458577156066895,-0.12868771560668946
0.569905,0.5691525936126709,0.0007524063873290965
0.869919,0.894774317741394,-0.024855317741394045
1.11294,0.9029349088668823,0.21000509113311772
1.00796,1.0190273523330688,-0.01106735233306888
1.0617,1.1788108348846436,-0.11711083488464347
0.570803,0.7319015860557556,-0.16109858605575567
1.04328,0.9550163149833679,0.08826368501663207
1.3310899999999999,1.0926613807678223,0.23842861923217762
1.17321,0.9209926724433899,0.2522173275566102
1.11838,1.125821828842163,-0.007441828842163156
